_id,_num,_masterVoiceId,_masterCharacterId,_systemVoiceType,_value,_textJa,_textEn,_masterReleaseLabelId
1,29,40001029,1001,18,0,Is something wrong?,,1
1,30,40001030,1001,18,0,Aah！That tickles!,,1
1,31,40001031,1001,18,0,Wha— What is it?,,1
1,32,40001032,1001,18,0,Eh？What???,,1
1,33,40001033,1001,18,0,Hey，stop that！Where do you think you're touching?!,,1
1,34,40001034,1001,18,0,Hey！If you keep doing that，I'm going 至 be upset 與 you!,,1
1,35,40001035,1001,18,0,F-Fine，but only 為 little bit，okay...?,,1
1,36,40001036,1001,18,0,If you keep doing that，I'm going 至 blush...,,1
1,37,40001037,1001,18,0,No，no，no！曜're not allowed 至 touch me there!,,1
1,38,40001038,1001,24,0,Let's go watch next chapter 的 story!,,1
1,39,40001039,1001,25,0,Let's keep going until we reach our goals!,,1
1,40,40001040,1001,26,0,Let's do 演唱會！I'm ready 至 give it my best!,,1
1,41,40001041,1001,27,0,I really wanna do 演唱會!,,1
1,42,40001042,1001,28,0,I wanna dance！I'm ready whenever!,,1
1,43,40001043,1001,29,0,Ooh？I think 你可以keep going！Let's do our best!,,1
1,44,40001044,1001,30,0,Looks like it's time 為 some special practice!,,1
1,45,40001045,1001,31,0,Look， present！Yaay！I wonder what's inside!,,1
1,46,40001046,1001,32,0,Let's do scout!,,1
1,47,40001047,1001,33,0,Seems like there's some new info！Let's check it out!,,1
1,48,40001048,1001,34,0,Hey，I heard there's event going on！Let's participate together!,,1
1,49,40001049,1001,35,0,What kinda story will this one be?,,1
1,50,40001050,1001,36,0,I wonder how my friends are doing.,,1
1,51,40001051,1001,37,0,How are 你的club 成員 doing?,,1
1,52,40001052,1001,46,0,Welcome！My name's 高坂穗乃果。It's nice 至 meet you!,,1
1,53,40001053,1001,46,0,Smiling 與 energetic throughout Japan!,,1
1,54,40001054,1001,46,0,My name's 高坂穗乃果♪,,1
1,55,40001055,1001,47,0,Here I go!,,1
1,56,40001056,1001,48,0,Haa!,,1
1,57,40001057,1001,49,0,Now's my 機率!,,1
1,58,40001058,1001,40,0,Here Goes!,,1
1,59,40001059,1001,40,0,I'll Give It My All!,,1
1,60,40001060,1001,40,0,I can do this!,,1
1,61,40001061,1001,38,0,演唱會 was success♪,,1
1,62,40001062,1001,38,0,This was all thanks 至 you♪,,1
1,63,40001063,1001,38,0,This is fruits 的 our hard work!,,1
1,64,40001064,1001,38,0,Alright，what's next?!,,1
1,65,40001065,1001,38,0,That felt amazing♪,,1
1,66,40001066,1001,39,0,We messed up...,,1
1,67,40001067,1001,39,0,How disappointing！But I won't give up!,,1
1,68,40001068,1001,41,0,Amazing!,,1
1,69,40001069,1001,41,0,I couldn't be happier。♪,,1
1,70,40001070,1001,41,0,I love you♪,,1
1,71,40001071,1001,41,0,Ehehe...,,1
1,72,40001072,1001,41,0,Fantastic!,,1
1,73,40001073,1001,41,0,J-Jeez♪,,1
1,74,40001074,1001,41,0,Yaay♪,,1
1,75,40001075,1001,42,0,I love you♪,,1
1,76,40001076,1001,42,0,I'm so happy right now.,,1
1,77,40001077,1001,42,0,I hope you'll accept how I feel♪,,1
1,78,40001078,1001,42,0,I won't let you down!,,1
1,79,40001079,1001,42,0,Don't leave me，okay♪,,1
1,80,40001080,1001,42,0,My heart starts racing whenever you're around!,,1
1,81,40001081,1001,42,0,Wh-What ?！Th-This is kinda embarrassing!,,1
1,82,40001082,1001,43,0,We've still got long way 至 go!,,1
1,83,40001083,1001,44,0,I'll reach you!,,1
1,84,40001084,1001,45,0,I can feel possibilities!,,1
1,85,40001085,1001,23,1,Happy New Year！I'm so happy that I get 至 spend start 的 new year 與 you♪,,1
1,86,40001086,1001,23,2,Today you're meant 至 throw beans，but everyone looks so serious。Why don't we run away together?,,1
1,87,40001087,1001,23,3,曜're supposed 至 eat bunch 的 chocolate today♪ Let's go get some 來自 小鳥!,,1
1,88,40001088,1001,23,4,Emperor looks so cool。I think his outfit would suit 海未 與 Eri!,,1
1,89,40001089,1001,23,5,曜're supposed 至 eat bunch 的 sweets on White Day，right？Let's go get some 來自 小鳥♪,,1
1,90,40001090,1001,23,6,Here，have some Kashiwamochi♪ Today's Children's Day，so we made them together.,,1
1,91,40001091,1001,23,7,Today's Tanabata，right？I hope Orihime 與 Hikoboshi were able 至 meet safely♪ I hope everyone's wishes come true too♪,,1
1,92,40001092,1001,23,8,Today's 海未's day！We're gonna have sleepover together。I'm super excited♪,,1
1,93,40001093,1001,23,9,Tonight's night 的 full moon。It kinda looks like Homura's manju，doesn't it?,,1
1,94,40001094,1001,23,10,It's Halloween，so I wanna dress up 與 get some treats！Let's get matching costumes♪,,1
1,95,40001095,1001,23,11,I bet Santa Claus has warehouse full 的 presents。I'd love 至 go 與 see it.,,1
1,96,40001096,1001,23,12,This year's been so much fun♪ For our last memory 的 this year，let's eat Toshikoshi Soba together!,,1
1,97,40001097,1001,23,13,Every time my birthday comes around，I can't help but feel happy 至 be alive！Aah，I'm so happy♪,,1
1,98,40001098,1001,23,14,Today's 繪里's birthday。Let's throw surprise party 為 her♪,,1
1,99,40001099,1001,23,15,Happy birthday 小鳥♪ We all love our cute 與 reliable 小鳥!,,1
1,100,40001100,1001,23,16,海未，happy birthday！We're gonna be friends forever，won't we?!,,1
1,101,40001101,1001,23,17,Happy birthday，凜！I hope we get 至 stay together forever♪,,1
1,102,40001102,1001,23,18,Happy birthday，真姬♪ Everyone loves 你的beautiful voice 與 piano skills.,,1
1,103,40001103,1001,23,19,Today's 希's birthday！Hehehe..。We made promise 至 go 與 eat barbecue together!!!,,1
1,104,40001104,1001,23,20,花陽，happy birthday!!！Let's eat bunch at all-you-can-eat sweets restaurant today!,,1
1,105,40001105,1001,23,21,It's 妮可's birthday，so we've gotta 妮可-妮可-Ni☆ Come on，let's do it together!,,1
1,106,40001106,1001,23,52,Let's all do our best at today's event！Make sure you take some great pictures 為 us!,,223062402
1,107,40001107,1001,23,53,It's all thanks 至 you that I've made it this far。I hope I can keep on counting on you.,,223101514
2,1,40002001,1002,0,0,"I used 至 be called ""smart 與 cute Elichika"" 當 I was little.",,1
2,2,40002002,1002,1,0,曜 can look without holding back，you know?,,1
2,3,40002003,1002,0,0,Being Student Council President seems like tough job，doesn't it？It's actually quite challenging.,,1
2,4,40002004,1002,1,0,Let's make sure everyone understands our feelings♪,,1
2,5,40002005,1002,0,0,I'm Student Council President at Otonokizaka High School 與 小鳥 is my Vice President.,,1
2,6,40002006,1002,1,0,Even though we're just 學園偶像，we take it extremely seriously♪,,1
2,7,40002007,1002,2,0,What？Have you fallen 為 me?,,1
2,8,40002008,1002,3,0,As our 演唱會 approaches， tension gets higher 與 higher..。But I think it's good idea 至 face actual show 與 little bit 的 nervousness.,,1
2,9,40002009,1002,4,0,No matter what it is，you need courage 至 try new things.,,1
2,10,40002010,1002,5,0,曜 have 至 make sure 至 watch me closely，okay?,,1
2,11,40002011,1002,6,0,Time seems 至 fly whenever I'm talking 與 you。I guess I really enjoy 你的company，huh♪,,1
2,12,40002012,1002,7,0,It's all thanks 至 you that μ's has come this far.,,1
2,13,40002013,1002,8,0,I'm happiest 當 I'm working as 學園偶像 與 you...I think...,,1
2,14,40002014,1002,9,0,Could I...hold 你的hand 再次?,,1
2,15,40002015,1002,10,0,I hope you'll understand my feelings.,,1
2,16,40002016,1002,11,0,"""re you not feeling well?"" Who，me？I'm as perfect as ever.",,1
2,17,40002017,1002,12,0,Alright，let's begin our idol activities.,,1
2,18,40002018,1002,13,0,Good job！曜 did so well out there.,,1
2,19,40002019,1002,14,0,Good morning。Let's have great day today.,,1
2,20,40002020,1002,15,0,We've still got long way 至 go，so let's go full throttle!,,1
2,21,40002021,1002,16,0,Now then，what should we do now?,,1
2,22,40002022,1002,17,0,It's already bedtime，you know？If you don't get good night's sleep，it'll affect you tomorrow.,,1
2,23,40002023,1002,19,0,It's nice 與 warm，isn't it?,,1
2,24,40002024,1002,20,0,曜 can't just slack off just because it's hot，you know?,,1
2,25,40002025,1002,21,0,There are lot 的 school events 於 Autumn，aren't there?,,1
2,26,40002026,1002,22,0,Be sure 至 take care 的 yourself，alright？Health is important.,,1
2,27,40002027,1002,18,0,Do you need help？Just let me know.,,1
2,28,40002028,1002,18,0,曜 rang?,,1
2,29,40002029,1002,18,0,*giggle* What is it?,,1
2,30,40002030,1002,18,0,Hey！Watch where you're touching!,,1
2,31,40002031,1002,18,0,Eek！Wh-What're you doing?!,,1
2,32,40002032,1002,18,0,Do you need something?,,1
2,33,40002033,1002,18,0,...I'm starting 至 lose my temper.,,1
2,34,40002034,1002,18,0,Cut that out...或 else.,,1
2,35,40002035,1002,18,0,Goodness..。It wouldn't kill you 至 slow down，you know.,,1
2,36,40002036,1002,18,0,Eek！H-Hey！Don't scare me like that...,,1
2,37,40002037,1002,18,0,Oh my。曜 are quite bold one.,,1
2,38,40002038,1002,24,0,Why don't we see what happens next?,,1
2,39,40002039,1002,25,0,Make sure 至 check goals first。Then we can do our best.,,1
2,40,40002040,1002,26,0,It appears that we can do more 演唱會s.,,1
2,41,40002041,1002,27,0,I'm really excited 為 my next performance。I'm sure you are，too.,,1
2,42,40002042,1002,28,0,I would love 至 sing more...if you'll have me.,,1
2,43,40002043,1002,29,0,I believe I still have room 為 more practice。Shall we?,,1
2,44,40002044,1002,30,0,I suggest we try some special practice.,,1
2,45,40002045,1002,31,0,Oh，look at that。曜've got present。Shall we open it?,,1
2,46,40002046,1002,32,0,Let's 招募 為 new 成員，shall we?,,1
2,47,40002047,1002,33,0,Oh，look。New information 為 you.,,1
2,48,40002048,1002,34,0,Oh my，this event looks fun。Shall we participate?,,1
2,49,40002049,1002,35,0,How about you choose story?,,1
2,50,40002050,1002,36,0,Inquiring about 你的friends' well-being，I see.,,1
2,51,40002051,1002,37,0,It's very important 至 take care 的 你的club 成員.,,1
2,52,40002052,1002,46,0,Welcome。My name is 絢瀨繪里。I'm 學生會長.,,1
2,53,40002053,1002,46,0,NO ELI NO LIFE。♡,,1
2,54,40002054,1002,46,0,My name is 絢瀨繪里。♪,,1
2,55,40002055,1002,47,0,Here I go!,,1
2,56,40002056,1002,48,0,Ready。♪,,1
2,57,40002057,1002,49,0,Prepare yourself!,,1
2,58,40002058,1002,40,0,Shall we?,,1
2,59,40002059,1002,40,0,Let's do our best!,,1
2,60,40002060,1002,40,0,Wonderful!,,1
2,61,40002061,1002,38,0,That was stellar 演唱會.,,1
2,62,40002062,1002,38,0,I believe we have you 至 thank 為 our success.,,1
2,63,40002063,1002,38,0,Reap what you sow，indeed.,,1
2,64,40002064,1002,38,0,Time certainly flies 當 you're having fun。♪,,1
2,65,40002065,1002,38,0,I feel fantastic!,,1
2,66,40002066,1002,39,0,...That is quite shame.,,1
2,67,40002067,1002,39,0,It seems we have more work 至 do.,,1
2,68,40002068,1002,41,0,Lovely。♪,,1
2,69,40002069,1002,41,0,Thank you。♪,,1
2,70,40002070,1002,41,0,I think I am falling 於 love...,,1
2,71,40002071,1002,41,0,*giggle*,,1
2,72,40002072,1002,41,0,Oh，I just love this.,,1
2,73,40002073,1002,41,0,Harasho！♪,,1
2,74,40002074,1002,41,0,My heart might just burst。♪,,1
2,75,40002075,1002,42,0,And 與 that，two hearts become one...,,1
2,76,40002076,1002,42,0,曜 are most wonderful person 於 world。♪,,1
2,77,40002077,1002,42,0,I never thought I'd feel so happy...,,1
2,78,40002078,1002,42,0,曜'll always be there 為 me，won't you?,,1
2,79,40002079,1002,42,0,This is life-long commitment，you know.,,1
2,80,40002080,1002,42,0,*giggle* This is so exciting。♪,,1
2,81,40002081,1002,42,0,I knew you would understand my charm.,,1
2,82,40002082,1002,43,0,This is only beginning!,,1
2,83,40002083,1002,44,0,I hope my feelings reach you!,,1
2,84,40002084,1002,45,0,Harasho，indeed！♪,,1
2,85,40002085,1002,23,1,Happy New Year！This is no time 為 sleeping！We must make our first shrine visit 的 year！♪,,1
2,86,40002086,1002,23,2,Throw 你的beans 與 everything you've got！Keep those bad ogres out！YOU SHALL NOT PASS！*giggle*,,1
2,87,40002087,1002,23,3,Store windows are just full 的 hearts 期間 Valentine's season。 happy sight，isn't it？♪,,1
2,88,40002088,1002,23,4,Oh？ emperor costume would suit me best，you think？*giggle* Well，you just might have point。♪,,1
2,89,40002089,1002,23,5,store was selling cutest cookies 為 White Day，so I bought box。Would you like some?,,1
2,90,40002090,1002,23,6,Just because it's Children's Day doesn't mean 你獲得 至 ACT like one。*giggle* But you certainly are cute.,,1
2,91,40002091,1002,23,7,...That should be everyone's prayer cards 為 Star Festival。Oh！I'm sorry。I'm so used 至 taking charge as 學生會長.,,1
2,92,40002092,1002,23,9,Tonight is harvest moon。I know moon is always bright...but it feels more powerful 當 it's like this.,,1
2,93,40002093,1002,23,10,Today is Halloween！I don't suppose anyone would be amenable 至 trick?,,1
2,94,40002094,1002,23,11,Merry Christmas！Spending time 與 you is only present I need。♪,,1
2,95,40002095,1002,23,12,Another year gone 透過。Let's strive 至 make next year better than last。♪,,1
2,96,40002096,1002,23,13,Happy birthday，穗乃果！Your beautiful voice has been delight，與 I hope 至 hear more 的 it 於 year ahead.,,1
2,97,40002097,1002,23,14,Oh my。Did you re成員 my birthday？I'm delighted。Would you...walk home 與 me after school today?,,1
2,98,40002098,1002,23,15,Happy birthday，小鳥。曜 get 至 be princess 為 day。But first，I have so much 至 prepare 為 party...,,1
2,99,40002099,1002,23,16,Happy birthday，海未！曜're invaluable 成員 的 μ's。Thank you 為 always being so dependable。♪,,1
2,100,40002100,1002,23,17,Happy birthday，凜！Oh..。What's this？ ramen plushie...?,,1
2,101,40002101,1002,23,18,Oh，真姬。Though you may appear standoffish，there is true passion 於 你的heart。Happy 生日！♪,,1
2,102,40002102,1002,23,19,Happy birthday，希！Your help has meant more 至 me than you could ever know。I hope we can continue 至 support one another.,,1
2,103,40002103,1002,23,20,Happy birthday，花陽！Your free spirit is something I truly admire。♪,,1
2,104,40002104,1002,23,21,Happy birthday，妮可！5月 you remain true 至 yourself，just as you are！♪,,1
2,105,40002105,1002,23,52,Hehe。I'm excited 至 see what kind 的 story you're going 至 write 為 us。♪ We're going 至 do our best!,,223062402
2,106,40002106,1002,23,53,I'm happy I met you。I'm always excited 至 see 你的articles。I'm hoping 至 see some good ones.,,223101514
3,1,40003001,1003,0,0,If you hurt yourself 期間 practice，let me know，okay？I'll patch you up。♪,,1
3,2,40003002,1003,1,0,Don't stare at me like that..。I'm starting 至 feel embarrassed...,,1
3,3,40003003,1003,0,0,曜 know，I'm actually pretty good at arts 與 crafts。That's why I often make μ's' outfits myself.,,1
3,4,40003004,1003,1,0,Let's make everyone's day 與 our performance！♪,,1
3,5,40003005,1003,0,0,穗乃果 與 海未 have been glued at hip since they were little。That's childhood friends 為 you。♪,,1
3,6,40003006,1003,1,0,Lead way！♪,,1
3,7,40003007,1003,2,0,I hope 至 spread joy 與 my voice！♪,,1
3,8,40003008,1003,3,0,It feels like I've hit jackpot 當 sky is sunny after school!,,1
3,9,40003009,1003,4,0,There's legendary maid 於 Akiba?！S-Sorry，I don't know lot about maids...!,,1
3,10,40003010,1003,5,0,During my nap，I had dream that felt so real。Somehow...I feel like we dreamt about same thing。★,,1
3,11,40003011,1003,6,0,When we're together，it seems like happiness is 於 air!,,1
3,12,40003012,1003,7,0,Everything feels like it'll be okay 與 you 透過 my side。It'd be nice...if things could stay like this。★,,1
3,13,40003013,1003,8,0,Sorry 至 keep you。At least this'll be good practice 為 未來 date。♪,,1
3,14,40003014,1003,9,0,I've decided that my favorite thing 於 world is you。♪,,1
3,15,40003015,1003,10,0,曜've given me so much happiness。I hope I can give some back 至 you。★,,1
3,16,40003016,1003,11,0,Your smile brightens my day.,,1
3,17,40003017,1003,12,0,Let's go out there 與 make some people smile!,,1
3,18,40003018,1003,13,0,Nice work！Make sure 至 take break if you're feeling tired，okay?,,1
3,19,40003019,1003,14,0,Morning！Let's do our best today!,,1
3,20,40003020,1003,15,0,Ack！Er，sorry。I wasn't daydreaming 或 anything，I swear!,,1
3,21,40003021,1003,16,0,Oh no，你的shirt 按鈕 is falling off。Hold still。I'll fix it，okay?,,1
3,22,40003022,1003,17,0,Don't stay up too late，okay？Early 至 bed early 至 rise is key 至 good health!,,1
3,23,40003023,1003,19,0,Spring is perfect time 至 slow down 與 relax.,,1
3,24,40003024,1003,20,0,Are you feeling hot？Let me grab fan。♪,,1
3,25,40003025,1003,21,0,Wanna check out fall leaves together?,,1
3,26,40003026,1003,22,0,Brrr，it's freezing！I hope you aren't coming down 與 cold 或 anything.,,1
3,27,40003027,1003,18,0,If you need help，just let me know!,,1
3,28,40003028,1003,18,0,Oh，hey。Did you need something?,,1
3,29,40003029,1003,18,0,Huh？Did something happen?,,1
3,30,40003030,1003,18,0,Eek！That tickles!,,1
3,31,40003031,1003,18,0,*gasp* Don't scare me like that...,,1
3,32,40003032,1003,18,0,Wh-What're you doing?,,1
3,33,40003033,1003,18,0,S-Stop that!,,1
3,34,40003034,1003,18,0,...What're you trying 至 do exactly?,,1
3,35,40003035,1003,18,0,Okay，that's enough！Let's leave rest 至 你的imagination。♪,,1
3,36,40003036,1003,18,0,E-Eek..。This is bit too much 為 me...,,1
3,37,40003037,1003,18,0,H-Hey！I'd appreciate it if you could exercise some restraint here.,,1
3,38,40003038,1003,24,0,Looks like you've got some unread stories.,,1
3,39,40003039,1003,25,0,Make sure 至 check goals!,,1
3,40,40003040,1003,26,0,Wanna do some more 演唱會s?,,1
3,41,40003041,1003,27,0,Can I sing more？It's just that...I want you 至 listen。♪,,1
3,42,40003042,1003,28,0,μ's performances are so fun！I think I'm addicted!,,1
3,43,40003043,1003,29,0,Do you mind practicing little more？I'd really appreciate 你的company.,,1
3,44,40003044,1003,30,0,Looks like we can do some special practice.,,1
3,45,40003045,1003,31,0,Oh，look at that！曜've got present.,,1
3,46,40003046,1003,32,0,Let's go 招募.,,1
3,47,40003047,1003,33,0,Looks like you've got some new info.,,1
3,48,40003048,1003,34,0,I hear there's event happening right now。Let's check it out!,,1
3,49,40003049,1003,35,0,Pick story you wanna follow.,,1
3,50,40003050,1003,36,0,I wonder how 你的friends are doing?,,1
3,51,40003051,1003,37,0,Here's where 你可以check up on 你的成員.,,1
3,52,40003052,1003,46,0,Hey！I'm 南小鳥。It's great 至 meet you！♪,,1
3,53,40003053,1003,46,0,Always 透過 你的side，healing you 與 love。♡,,1
3,54,40003054,1003,46,0,I'm 南小鳥！♪,,1
3,55,40003055,1003,47,0,Got it！♪,,1
3,56,40003056,1003,48,0,Let's do this!,,1
3,57,40003057,1003,49,0,Now 或 never！♪,,1
3,58,40003058,1003,40,0,It's go time!,,1
3,59,40003059,1003,40,0,Rah，rah！Let's go，let's go!,,1
3,60,40003060,1003,40,0,Time 至 put our training 至 test!,,1
3,61,40003061,1003,38,0,演唱會 was success!,,1
3,62,40003062,1003,38,0,I couldn't have done it without you...,,1
3,63,40003063,1003,38,0,Great job，everyone!,,1
3,64,40003064,1003,38,0,Go，team，go!,,1
3,65,40003065,1003,38,0,That was so fun!,,1
3,66,40003066,1003,39,0,Urg..。We messed up...,,1
3,67,40003067,1003,39,0,Come on！We're just getting started!,,1
3,68,40003068,1003,41,0,曜're always there 為 me.,,1
3,69,40003069,1003,41,0,Thank you so much。♪,,1
3,70,40003070,1003,41,0,I love you!,,1
3,71,40003071,1003,41,0,*giggle*,,1
3,72,40003072,1003,41,0,曜're best。♪,,1
3,73,40003073,1003,41,0,Eek!,,1
3,74,40003074,1003,41,0,Yay!,,1
3,75,40003075,1003,42,0,I have you 至 thank 為 so much.,,1
3,76,40003076,1003,42,0,I'm so happy 當 I'm 與 you。♪,,1
3,77,40003077,1003,42,0,It must be fate。♪,,1
3,78,40003078,1003,42,0,I wanna be there 為 you.,,1
3,79,40003079,1003,42,0,I hope you'll always be there 至 lead way。♪,,1
3,80,40003080,1003,42,0,I'll do my best 為 你，my love...,,1
3,81,40003081,1003,42,0,Everything feels like it'll be okay 當 I'm 與 you.,,1
3,82,40003082,1003,43,0,Practice makes perfect！I'll do my best!,,1
3,83,40003083,1003,44,0,When you're bad at something，you just have 至 work twice as hard!,,1
3,84,40003084,1003,45,0,I love being 學園偶像!,,1
3,85,40003085,1003,23,1,Happy New Year！Let's make this year just as fun as last!,,1
3,86,40003086,1003,23,2,Ahaha..。Everyone is fighting ogres today。I think I'll just go over 與 eat some beans 與 凜.,,1
3,87,40003087,1003,23,3,Today's Valentine's Day。Here，I made this chocolate just 為 you。 secret ingredient is..。Well，you'll just have 至 find out.,,1
3,88,40003088,1003,23,4,Humidity is Hina doll's worst enemy！曜 should only put them away on dry，sunny day.,,1
3,89,40003089,1003,23,5,I made lots 的 macarons 為 White Day！Take as many as you want，everyone！♪,,1
3,90,40003090,1003,23,6,I made some oak-leaf mochi 與 穗乃果。They taste so good！Children's Day wouldn't be same without them。♪,,1
3,91,40003091,1003,23,7,I'm making some decorations 為 Star Festival 與 花陽。Now 至 make some stars...,,1
3,92,40003092,1003,23,8,*giggle* Today is Marine Day，so I got some pajamas 為 our ocean-colored maiden，海未。I think they'll suit her。♪,,1
3,93,40003093,1003,23,9,There！All done。曜 gotta have moon dumplings 為 harvest moon!,,1
3,94,40003094,1003,23,10,Trick 或 treat！If you don't give me treat，I'll play trick on you！♪,,1
3,95,40003095,1003,23,11,It's Christmas！Is 你的stocking ready?,,1
3,96,40003096,1003,23,12,I can't believe this year's almost over..。New Year's Eve​ always makes me little sad.,,1
3,97,40003097,1003,23,13,Happy birthday，穗乃果！Just keep being 你的cute，adorable self，okay？♪,,1
3,98,40003098,1003,23,14,*giggle* I baked extra tasty cake。Today is 繪里's birthday，after all.,,1
3,99,40003099,1003,23,15,Happy birthday 至...me！Let's have some yummy cake，everybody！♪,,1
3,100,40003100,1003,23,16,We're throwing birthday party 為 海未 later today。I hope she'll like it。*giggle* I'm smiling just thinking about it.,,1
3,101,40003101,1003,23,17,Is this..。ramen plushie？It's so cute..。It'll be perfect 為 凜's birthday。♪,,1
3,102,40003102,1003,23,18,I love how you're so good at piano，真姬。Your fingers are so beautiful 當 you play..。Have wonderful birthday，真姬！♪,,1
3,103,40003103,1003,23,19,Happy birthday，希！I love 你的mischievous side。♪,,1
3,104,40003104,1003,23,20,Happy birthday，花陽！I baked you cake that looks like rice ball!,,1
3,105,40003105,1003,23,21,"It's 妮可's birthday！Since two is ""ni"" 與 five is ""ko,"" I put number two 與 number five candle on her cake。♪",,1
3,106,40003106,1003,23,52,I'm so happy you came 至 write about us！♪ I feel like I can perform even better knowing you'll be watching。♪,,223062402
3,107,40003107,1003,23,53,It's so amazing 至 spend anniversary 與 你的favorite person。Will you join me 為 next anniversary?,,223101514
4,1,40004001,1004,0,0,I feel at peace 與 bow 於 my hand.,,1
4,2,40004002,1004,1,0,I have doubts about this outfit..。Th-There is not much fabric...,,1
4,3,40004003,1004,0,0,At times，I struggle 至 balance archery club 與 being 學園偶像，but it's certainly worth it.,,1
4,4,40004004,1004,1,0,I do hope everyone is enjoying themselves.,,1
4,5,40004005,1004,0,0,穗乃果's family runs Japanese sweets shop。Their sweet buns are simply outstanding.,,1
4,6,40004006,1004,1,0,With 你，I believe anything is possible.,,1
4,7,40004007,1004,2,0,Together，let us aim 為 pinnacle 的 what it means 至 be 學園偶像.,,1
4,8,40004008,1004,3,0,Early morning stretches can be quite invigorating。Care 至 join me sometime?,,1
4,9,40004009,1004,4,0,I still have much 至 learn as 學園偶像.,,1
4,10,40004010,1004,5,0,Would you like 至 go somewhere 與 me today?,,1
4,11,40004011,1004,6,0,*glare* I thought I told you that I didn't wish 為 us 至 be apart...,,1
4,12,40004012,1004,7,0,Just like archery，all sports are battle 與 oneself。My determination will not waver，no matter what.,,1
4,13,40004013,1004,8,0,It lifts my spirits 當 I see you smile。 power 的 smile must not be taken lightly，I suppose.,,1
4,14,40004014,1004,9,0,I feel such joy 當 we are together。I feel it 於 this moment，too.,,1
4,15,40004015,1004,10,0,I had hoped you understood my desire 至 always be 透過 你的side。Very well。I'll wait 為 你的return.,,1
4,16,40004016,1004,11,0,How is everything？I'm feeling fantastic，personally.,,1
4,17,40004017,1004,12,0,Hello。There is much 至 do today.,,1
4,18,40004018,1004,13,0,Well done today。Now，it is time 至 rest 與 prepare 為 tomorrow.,,1
4,19,40004019,1004,14,0,Good morning。It's lovely morning，isn't it?,,1
4,20,40004020,1004,15,0,Now is time 為 perseverance.,,1
4,21,40004021,1004,16,0,Oh，it's already so late..。Time seems 至 vanish 當 I'm 與 you.,,1
4,22,40004022,1004,17,0,I see you are still awake。I'm worried about you。Please don't stay up all night，okay?,,1
4,23,40004023,1004,19,0,Spring is really pleasant time 的 year.,,1
4,24,40004024,1004,20,0,Just because it's hot does not mean you are allowed 至 be careless.,,1
4,25,40004025,1004,21,0,Ah，yes。Autumn， season 的 many delicious flavors.,,1
4,26,40004026,1004,22,0,It's quite chilly today..。Be careful 至 not catch cold.,,1
4,27,40004027,1004,18,0,I would be happy 至 assist you.,,1
4,28,40004028,1004,18,0,Pardon，but did you request my presence?,,1
4,29,40004029,1004,18,0,Do you require assistance?,,1
4,30,40004030,1004,18,0,C-Careful！I'm ticklish there!,,1
4,31,40004031,1004,18,0,Eek！What has gotten into you?,,1
4,32,40004032,1004,18,0,U-Um..。What are you doing?,,1
4,33,40004033,1004,18,0,I've had it！曜 stop that right now!,,1
4,34,40004034,1004,18,0,I suggest you reconsider。This will not end well 為 you.,,1
